Book_Title,Book_Rating,Sentiment_Understandability,How would you rate the conceptual clarity of the book?_score,How engaging and interactive were the examples and exercises?_score,"How helpful were the visuals, diagrams, and illustrations?_score","Overall, how satisfied are you with this textbook?_score",Would you recommend this book to other students?_score,Sentiment_Value_For_Money,Was the book affordable given your financial situation?_score,Sentiment_Exam_Utility,How likely are you to use this book again in future courses?_score,Sentiment_Avg_Rating
EBK THERAPEUTIC REREATION PROGRAM DESIG,3.414285714285714,2.7857142857142856,4.071428571428571,4.285714285714286,4.0,3.5,4.071428571428571,1.7857142857142858,2.5714285714285716,3.357142857142857,3.7142857142857144,3.4142857142857146
EBK THERAPEUTIC USES OF RAP+HIP HOP,3.495945945945946,3.081081081081081,3.6216216216216215,3.945945945945946,4.22972972972973,4.0,3.689189189189189,2.824324324324324,2.72972972972973,3.472972972972973,3.364864864864865,3.4964864864864866
EBK THERAPIST'S GDE.TO CHILD DEVELOP.,3.375,3.25,3.0,3.75,4.75,2.75,3.0,3.0,2.75,3.5,4.0,3.375
EBK THERMODYNAMICS,3.353763440860215,2.89247311827957,3.225806451612903,3.903225806451613,4.150537634408602,3.7204301075268815,3.21505376344086,2.5161290322580645,2.806451612903226,3.4946236559139785,3.6129032258064515,3.353763440860215
EBK THESE ARE THE PLUNDERERS,3.1999999999999997,2.3333333333333335,3.0,4.333333333333333,4.666666666666667,2.6666666666666665,2.6666666666666665,1.6666666666666667,3.0,3.0,4.666666666666667,3.2000000000000006
EBK THESE UNITED STATES:1890 TO PRESENT,3.5666666666666664,2.3333333333333335,3.6666666666666665,3.6666666666666665,4.666666666666667,4.333333333333333,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.6666666666666665,4.333333333333333,3.5666666666666664
EBK THESE UNITED STATES:1945 TO PRESENT,3.8000000000000003,3.857142857142857,3.7142857142857144,4.285714285714286,4.285714285714286,4.285714285714286,3.7142857142857144,2.857142857142857,3.4285714285714284,3.0,4.571428571428571,3.801428571428571
EBK THEY LIKE TO NEVER QUIT PRAISIN' GO,3.4,3.2857142857142856,3.0,4.142857142857143,4.142857142857143,4.428571428571429,3.7142857142857144,2.2857142857142856,2.7142857142857144,3.142857142857143,3.142857142857143,3.4
EBK THEY SAY / I SAY,3.4,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.4
EBK THEY SAY / I SAY: THE MOVES THAT MA,3.4347826086956523,3.217391304347826,3.608695652173913,3.9565217391304346,3.5217391304347827,3.8260869565217392,3.3043478260869565,2.4782608695652173,3.3043478260869565,3.739130434782609,3.391304347826087,3.432608695652174
EBK THEY SAY IN HARLAN COUNTY,3.1,3.5,2.75,4.0,3.5,4.25,4.25,1.75,2.5,2.0,2.5,3.0999999999999996
EBK THEY SAY/I SAY,3.433333333333333,3.0952380952380953,3.4761904761904763,4.285714285714286,3.857142857142857,4.0,3.4761904761904763,2.0476190476190474,3.4285714285714284,3.142857142857143,3.5238095238095237,3.432380952380952
EBK THEY SAY/I SAY W/READINGS,3.3735849056603775,3.056603773584906,3.3207547169811322,4.018867924528302,4.09433962264151,3.7547169811320753,3.207547169811321,2.9622641509433962,2.6792452830188678,3.490566037735849,3.150943396226415,3.3726415094339623
EBK THEY SAY/I SAY:MOVES THAT...,3.45,3.5,4.0,4.5,3.0,2.5,3.0,4.0,3.0,3.5,3.5,3.45
EBK THEY WERE HER PROPERTY,3.7,4.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.7
EBK THINGS FALL APART,3.4324324324324325,3.324324324324324,3.2837837837837838,4.081081081081081,4.121621621621622,3.6486486486486487,3.6621621621621623,2.527027027027027,2.824324324324324,3.3783783783783785,3.472972972972973,3.428108108108108
EBK THINGS THEY CARRIED,3.5,3.6666666666666665,3.6666666666666665,4.0,3.6666666666666665,3.3333333333333335,4.333333333333333,2.6666666666666665,2.3333333333333335,3.3333333333333335,4.0,3.5
EBK THINK LIKE A FEMINIST,3.5,4.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.5
EBK THINK LIKE A NURSE (USA VERSION),3.6666666666666665,3.6666666666666665,3.6666666666666665,4.0,4.0,4.333333333333333,2.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,5.0,3.67
EBK THINK LIKE A NURSE: A HANDBOOK,3.3285714285714287,3.4285714285714284,3.2857142857142856,3.142857142857143,4.142857142857143,4.142857142857143,3.4285714285714284,2.2857142857142856,2.7142857142857144,3.0,3.7142857142857144,3.3300000000000005
EBK THINK PYTHON,3.5,3.230769230769231,3.8461538461538463,4.461538461538462,4.153846153846154,4.230769230769231,3.076923076923077,2.230769230769231,2.5384615384615383,3.769230769230769,3.4615384615384617,3.5
EBK THINK WITH SOCRATES,3.4346534653465346,3.198019801980198,3.485148514851485,4.0495049504950495,4.188118811881188,3.702970297029703,3.495049504950495,2.4257425742574257,2.732673267326733,3.613861386138614,3.4554455445544554,3.435148514851485
EBK THINKER'S GDE.TO..CRIT.+CREATIVE TH,3.2,3.0,1.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,2.0,3.2
EBK THINKING ABOUT CRIME,3.45,2.75,3.25,5.0,3.75,4.0,3.75,2.75,2.25,3.25,3.75,3.45
EBK THINKING ABOUT HISTORY,3.6333333333333333,4.0,3.6666666666666665,4.333333333333333,3.8333333333333335,4.0,4.0,2.0,2.8333333333333335,3.8333333333333335,3.8333333333333335,3.6316666666666664
EBK THINKING CRITICALLY,3.2,2.0,1.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,3.2
EBK THINKING F/YOURSELF,3.6,3.0,4.0,5.0,4.5,3.5,4.5,2.0,2.5,3.5,3.5,3.6
EBK THINKING FOR YOURSELF,3.6999999999999997,2.0,5.0,5.0,4.666666666666667,3.0,4.333333333333333,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,3.6999999999999997
EBK THINKING THROUGH COMMUNICATION,3.3000000000000003,3.0833333333333335,3.6666666666666665,3.5833333333333335,4.208333333333333,3.1666666666666665,3.125,2.625,2.8333333333333335,3.25,3.4583333333333335,3.299583333333333
"EBK THINKING THROUGH PAST,VOLUME II",2.9000000000000004,3.0,2.0,4.0,3.0,3.5,3.5,3.0,1.5,3.5,2.0,2.9000000000000004
EBK THINKING W/THEORY IN QUALITATIVE RS,3.275,2.75,3.625,4.125,4.625,3.875,3.25,1.375,2.0,3.25,3.875,3.27625
EBK THINKING WITH TYPE,3.577777777777778,3.0,3.6666666666666665,4.111111111111111,4.333333333333333,4.333333333333333,3.5555555555555554,2.6666666666666665,3.111111111111111,3.2222222222222223,3.7777777777777777,3.578888888888889
EBK THINKING+LEARNING THRU.CHILDREN'S L,3.4499999999999997,3.5833333333333335,3.6666666666666665,4.0,4.083333333333333,3.9166666666666665,3.1666666666666665,2.3333333333333335,3.0833333333333335,3.1666666666666665,3.5,3.4525
"EBK THINKING,FAST+SLOW",3.575,3.125,4.25,4.5,4.5,3.625,3.0,2.125,3.375,3.375,3.875,3.57375
"EBK THIRTEEN BKS.OF EUCLID'S ELEM.,V.1",3.5,2.5,3.5,4.5,4.5,4.0,4.0,3.0,1.0,4.5,3.5,3.5
EBK THIRTEEN CLOCKS,3.54,3.8,2.8,4.2,4.4,4.2,3.4,2.6,2.4,4.0,3.6,3.54
EBK THIRTEEN REASONS WHY,3.4,3.0,4.0,3.7142857142857144,3.5714285714285716,4.0,3.2857142857142856,2.4285714285714284,2.0,3.7142857142857144,4.285714285714286,3.4
EBK THIRTEEN THEORIES OF HUMAN NATURE,3.3263157894736843,3.1578947368421053,3.263157894736842,3.8947368421052633,4.0,3.789473684210526,3.1578947368421053,2.8947368421052633,2.473684210526316,3.6315789473684212,3.0,3.3263157894736843
EBK THIS APPEARING HOUSE,3.4333333333333336,2.0,3.0,4.333333333333333,4.666666666666667,4.0,4.0,2.0,4.0,3.3333333333333335,3.0,3.43
EBK THIS I BELIEVE:LIFE LESSONS,3.533333333333333,3.0,4.333333333333333,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.0,4.333333333333333,4.0,3.53
EBK THIS IS DISCIPLINARY LITERACY,3.5421052631578944,3.526315789473684,3.4210526315789473,4.2631578947368425,4.473684210526316,4.105263157894737,3.3157894736842106,2.4210526315789473,2.6842105263157894,3.5789473684210527,3.6315789473684212,3.5421052631578944
EBK THIS IS PLAY,3.25,4.5,3.5,4.0,3.5,2.0,2.0,1.5,4.0,4.0,3.5,3.25
EBK THIS KIND OF WAR,3.1,2.75,3.0,4.25,4.25,3.0,2.5,2.75,2.5,3.0,3.0,3.1
EBK THIS LITTLE KIDDY WENT TO MARKET,3.2,1.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.2
EBK THIS LONG THREAD,3.1,3.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.1
EBK THIS VAST SOUTHERN EMPIRE,3.5,2.6666666666666665,3.0,5.0,4.333333333333333,3.0,3.0,3.0,4.0,4.333333333333333,2.6666666666666665,3.5
EBK THOMPSON+THOMPSON GENETICS IN MED.,3.1399999999999997,3.2,2.4,3.4,3.8,4.4,2.8,2.8,3.0,2.6,3.0,3.14
EBK THOMPSON+THOMPSON GENETICS...,3.3480000000000003,3.48,3.52,3.88,3.88,3.8,3.08,2.72,2.96,3.12,3.04,3.3480000000000003
EBK THOMPSON+THOMPSON GENETICS...-W/ACC,3.456299212598425,3.251968503937008,3.531496062992126,4.043307086614173,4.078740157480315,3.795275590551181,3.515748031496063,2.578740157480315,2.751968503937008,3.468503937007874,3.547244094488189,3.457007874015748
EBK THORP+COVICH'S FRESHWATER...-VOL.2,3.4000000000000004,3.0,2.5,3.0,4.5,3.5,4.0,3.0,3.5,2.5,4.5,3.4000000000000004
EBK THOSE DAMNED IMMIGRANTS,3.6,2.5,4.0,4.75,4.25,4.25,4.5,2.5,2.75,3.0,3.5,3.6
"EBK THOSE WHO CAN,TEACH",3.441666666666667,3.0,3.75,4.083333333333333,3.9166666666666665,3.8333333333333335,3.888888888888889,2.611111111111111,2.9166666666666665,3.1944444444444446,3.2222222222222223,3.4433333333333334
EBK THOUSAND SHIPS,3.8,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.8
EBK THOUSAND SPLENDID SUNS,2.8,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.8
EBK THREATS,3.4,4.0,4.5,4.0,3.0,4.0,4.5,1.5,1.5,3.5,3.5,3.4
EBK THREE EARLY MODERN UTOPIAS (9537992,3.3818181818181823,2.3636363636363638,2.909090909090909,4.363636363636363,4.090909090909091,3.8636363636363638,3.090909090909091,2.6363636363636362,3.3636363636363638,3.772727272727273,3.3636363636363638,3.3845454545454543
EBK THREE THEBAN PLAYS,3.3,3.6,2.9,3.4,4.4,3.7,2.7,2.4,2.9,3.6,3.4,3.3
EBK THREE-CORNERED WAR,3.1399999999999997,2.2,3.2,4.2,4.2,3.6,3.8,2.0,2.4,3.4,2.4,3.1399999999999997
EBK THRIVING IN GRADUATE SCHOOL,2.5,1.0,4.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,5.0,2.5
EBK THRIVING THERAPIST,2.8,1.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,2.8
EBK THUCYDIDES:WAR OF PELOPONNESIANS...,3.5,3.5,3.75,5.0,4.5,3.0,3.5,2.5,2.5,3.25,3.5,3.5
EBK THURGOOD MARSHALL:AMER.REVOLUTIONAR,3.233333333333333,3.0,3.6666666666666665,4.0,2.6666666666666665,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.3333333333333335,3.0,3.23
EBK TILL WE HAVE FACES:MYTH RETOLD,3.6,2.8,4.0,4.6,3.6,4.2,3.4,2.6,2.4,3.8,4.6,3.6
EBK TIME MACHINE,3.0999999999999996,4.0,2.5,4.5,4.0,3.5,3.0,1.5,1.5,4.0,2.5,3.1
EBK TIME OF THE UPROOTED,3.0,2.5,3.0,4.0,3.5,4.5,2.0,2.5,2.0,3.5,2.5,3.0
EBK TIME SERIES ANALYSIS+ITS APPL.W/R E,3.025,2.0,3.0,4.5,4.75,3.0,2.0,2.0,2.5,3.0,3.5,3.025
EBK TIME TO BUILD,2.8,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.8
EBK TINKERING TOWARD UTOPIA,3.3875,2.875,3.25,4.125,4.0,3.625,3.875,2.25,3.375,3.25,3.25,3.39
EBK TIPPING POINT,3.6333333333333333,4.333333333333333,2.6666666666666665,4.333333333333333,3.3333333333333335,4.0,4.666666666666667,2.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,3.6300000000000003
EBK TISSUE ENGINEERING,3.408333333333333,2.9833333333333334,3.466666666666667,4.116666666666666,4.083333333333333,3.816666666666667,3.35,2.433333333333333,2.6166666666666667,3.6,3.6166666666666667,3.4066666666666667
EBK TO BUILD A FIRE+OTHER STORIES,3.4,2.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,3.4
EBK TO GOVERN THE GLOBE,3.3,3.0,3.5,3.5,4.5,2.5,4.5,2.5,1.5,3.0,4.5,3.3
EBK TO KILL A MOCKINGBIRD,3.4375,3.5,3.875,4.0,4.375,4.125,3.125,2.625,2.625,2.625,3.5,3.44
"EBK TO MAKE OUR WORLD ANEW,VOL.I",2.9,1.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.9
"EBK TO MAKE OUR WORLD ANEW,VOL.II",3.45,2.5,3.0,4.0,5.0,4.0,4.0,2.5,2.0,4.0,3.5,3.45
EBK TO STAND+FIGHT,2.9,2.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,2.9
EBK TO THE LIGHTHOUSE,3.1,1.3333333333333333,3.6666666666666665,4.666666666666667,3.3333333333333335,4.666666666666667,3.6666666666666665,1.6666666666666667,2.0,2.6666666666666665,3.3333333333333335,3.1
EBK TO UNDERSTAND THE BIBLE LOOK FOR JE,3.65,3.0,5.0,4.0,4.5,4.0,3.0,2.0,3.5,3.5,4.0,3.65
EBK TODAY'S HEALTH INFO.MANAGEMENT,3.4,3.0,4.333333333333333,3.6666666666666665,4.666666666666667,4.0,3.3333333333333335,3.0,2.0,2.6666666666666665,3.3333333333333335,3.4
"EBK TOMORROW, THE WORLD",3.1,2.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,3.1
EBK TONAL HARMONY,3.4136363636363636,3.1818181818181817,3.340909090909091,4.159090909090909,4.068181818181818,3.6818181818181817,3.3636363636363638,2.590909090909091,3.0681818181818183,3.3181818181818183,3.3636363636363638,3.4143181818181816
EBK TONAL HARMONY-TEXT,3.466666666666667,4.0,4.0,4.166666666666667,4.333333333333333,4.0,2.5,2.6666666666666665,1.8333333333333333,4.0,3.1666666666666665,3.466666666666667
EBK TONAL HARMONY-WORKBOOK,3.3878787878787877,3.121212121212121,3.272727272727273,3.9393939393939394,4.181818181818182,3.757575757575758,3.121212121212121,2.4545454545454546,2.878787878787879,3.6363636363636362,3.515151515151515,3.387272727272727
EBK TOO HEAVY A YOKE,3.8333333333333335,3.3333333333333335,4.0,4.666666666666667,4.666666666666667,3.8333333333333335,3.6666666666666665,3.5,2.8333333333333335,4.0,3.8333333333333335,3.83
EBK TOOLS FOR TEACHING,3.5799999999999996,3.8,3.6,3.6,4.8,4.0,4.0,1.6,3.0,4.0,3.4,3.5760000000000005
"EBK TOP 300 PHARMACY DRUG CARDS,2020/20",3.025,2.625,2.625,3.625,4.25,3.5,3.375,2.0,1.875,3.125,3.25,3.02
EBK TOP GIRLS,3.225,2.5,3.5,5.0,4.0,4.0,3.25,1.75,1.5,3.0,3.75,3.2249999999999996
EBK TOPICAL APPROACH TO LIFE-SPAN...,3.35,3.0,2.75,4.25,4.5,3.5,4.0,1.5,3.0,3.25,3.75,3.35
EBK TORT LAW FOR PARALEGALS,3.3285714285714287,2.642857142857143,3.357142857142857,4.428571428571429,3.857142857142857,3.5,3.642857142857143,2.4285714285714284,2.7142857142857144,3.2142857142857144,3.5,3.3299999999999996
EBK TORT LAW SIMULATIONS,3.5,2.5,4.0,5.0,3.5,3.0,3.5,3.5,4.5,2.5,3.0,3.5
EBK TOTAL FITNESS AND WELLNESS (PEARSON,3.3666666666666667,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.0,4.0,4.666666666666667,1.6666666666666667,4.0,3.3333333333333335,3.6666666666666665,3.3699999999999997
EBK TOTAL FITNESS+WELLNESS,3.2,2.75,2.75,4.75,3.75,3.75,3.0,2.0,3.0,3.25,3.0,3.2
EBK TOTAL FITNESS+WELLNESS-TEXT,3.516666666666667,3.5,3.8333333333333335,4.333333333333333,3.8333333333333335,4.166666666666667,3.0,2.1666666666666665,2.8333333333333335,3.5,4.0,3.52
EBK TOTAL STATE,2.9,2.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,2.9
EBK TOUCHING SPIRIT BEAR,3.55,3.5,4.0,5.0,3.5,4.5,3.5,2.5,4.0,2.5,2.5,3.55
EBK TOUCHSTONE ANTHOLOGY OF CONTEMPORAR,3.1,2.0,5.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,4.0,3.1
EBK TOUR:SMART,3.3785714285714286,3.107142857142857,3.107142857142857,4.071428571428571,4.285714285714286,3.642857142857143,3.25,2.2857142857142856,3.0,3.4642857142857144,3.5714285714285716,3.3785714285714286
EBK TOURISM: THE BUSINESS OF HOSPITALIT,3.1,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.1
EBK TOURISM:BUSINESS OF HOSPITALITY...,3.55,3.5,4.0,3.5,3.5,3.5,3.0,1.5,4.0,4.5,4.5,3.55
EBK TOWARD DECENTERING THE NEW TESTAMEN,3.253333333333333,2.466666666666667,3.533333333333333,4.333333333333333,3.933333333333333,3.1333333333333333,3.066666666666667,2.066666666666667,2.6666666666666665,3.2666666666666666,4.066666666666666,3.25
EBK TOWARD EQUITY IN HEALTH,3.3266666666666667,2.933333333333333,2.933333333333333,4.133333333333334,4.266666666666667,3.7333333333333334,3.7333333333333334,2.6666666666666665,2.7333333333333334,2.933333333333333,3.2,3.33
EBK TOXIC COMMUNITIES,3.5200000000000005,2.7,3.7,4.4,4.1,3.3,4.1,2.8,2.8,3.8,3.5,3.5200000000000005
EBK TRADEMARK+UNFAIR COMPETITION IN...,3.65,3.0,3.5,5.0,5.0,4.5,3.0,2.0,3.0,3.5,4.0,3.65
EBK TRADITIONS+ENCOUNTERS,3.4444444444444446,3.6666666666666665,3.6666666666666665,3.4444444444444446,4.0,4.444444444444445,3.111111111111111,2.888888888888889,2.4444444444444446,3.6666666666666665,3.111111111111111,3.441111111111111
"EBK TRADITIONS+ENCOUNTERS,BRIEF-V.1",3.55,3.5,2.5,4.0,4.0,3.0,5.0,2.5,3.0,5.0,3.0,3.55
"EBK TRADITIONS+ENCOUNTERS,VOL.1",3.388775510204082,3.2653061224489797,3.326530612244898,4.142857142857143,4.1020408163265305,3.673469387755102,3.326530612244898,2.142857142857143,2.989795918367347,3.510204081632653,3.4081632653061225,3.3889795918367347
"EBK TRADITIONS+ENCOUNTERS,VOL.2",3.4153846153846152,3.1923076923076925,3.076923076923077,4.230769230769231,4.076923076923077,3.8461538461538463,3.1153846153846154,2.6923076923076925,2.923076923076923,3.3076923076923075,3.6923076923076925,3.414230769230769
EBK TRADITIONS+ENCOUNTERS:BRIEF,3.5181818181818185,3.5454545454545454,3.6363636363636362,3.6363636363636362,4.7272727272727275,4.090909090909091,3.909090909090909,3.090909090909091,2.1818181818181817,3.272727272727273,3.090909090909091,3.516363636363636
EBK TRAFFIC ENGINEERING,3.3227272727272723,2.6363636363636362,3.1363636363636362,3.909090909090909,4.2727272727272725,3.8636363636363638,3.590909090909091,2.090909090909091,2.3636363636363638,3.727272727272727,3.6363636363636362,3.3200000000000003
EBK TRAFFIC ENGINEERING (PEARSON+),3.66,3.2,3.4,4.0,4.2,3.8,3.4,3.8,3.4,3.6,3.8,3.66
"EBK TRAFFIC+HIGHWAY ENGINEERING,ENHANCE",3.2636363636363637,2.5757575757575757,3.227272727272727,3.909090909090909,4.106060606060606,3.696969696969697,3.227272727272727,2.6363636363636362,2.6363636363636362,3.272727272727273,3.3484848484848486,3.2628787878787877
EBK TRAGEDY OF AMERICAN DIPLOMACY,3.4,3.0,3.3125,4.25,4.5625,3.0,3.5625,2.4375,2.8125,3.5625,3.5,3.39875
EBK TRAIL GUIDE TO THE BODY-WORKBOOK,3.6222222222222222,3.4444444444444446,3.888888888888889,4.0,3.4444444444444446,4.0,4.0,3.7777777777777777,2.7777777777777777,3.0,3.888888888888889,3.6199999999999997
EBK TRAINING IN PLASTICS TECHNOLOGY,3.175,3.25,3.0,3.75,4.5,3.5,3.5,2.25,2.0,3.0,3.0,3.175
EBK TRANSFORM.LEADERSHIP IN NURSING,3.4538461538461536,3.230769230769231,3.3846153846153846,3.9743589743589745,3.9743589743589745,3.871794871794872,3.6923076923076925,2.358974358974359,2.8974358974358974,3.641025641025641,3.5128205128205128,3.4543589743589744
EBK TRANSFORMATION OF BLACK MUSIC,3.9200000000000004,4.0,4.2,4.6,4.6,3.8,4.4,2.8,3.6,4.2,3.0,3.9219999999999997
EBK TRANSFORMATIONAL LEADER.IN NURSING,3.25,3.5,4.5,4.0,4.0,3.5,3.0,3.0,1.5,3.0,2.5,3.25
EBK TRANSFORMATIONAL LEADERSHIP IN NURS,3.388888888888889,2.2222222222222223,3.0,4.111111111111111,4.333333333333333,3.3333333333333335,3.111111111111111,2.7777777777777777,3.3333333333333335,4.111111111111111,3.5555555555555554,3.39
EBK TRANSFORMATIONAL LEADERSHIP IN...,3.4545454545454546,3.5454545454545454,3.272727272727273,4.545454545454546,4.090909090909091,3.909090909090909,3.3636363636363638,2.727272727272727,2.0,3.6363636363636362,3.4545454545454546,3.458181818181818
EBK TRANSFORMATIONAL PLANE GEOMETRY,3.9,4.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,3.9
EBK TRANSFORMED SCHOOL COUNSELOR,3.5533333333333332,2.8,3.533333333333333,4.2,4.333333333333333,3.8666666666666667,3.6,2.933333333333333,3.066666666666667,3.6,3.6,3.5540000000000003
EBK TRANSFORMING CHRISTIAN THEOLOGY,3.8,4.0,4.0,4.5,4.0,3.5,5.0,4.0,2.5,3.5,3.0,3.8
EBK TRANSFORMING CONFLICT,3.5,2.5,4.5,4.5,5.0,4.5,2.5,2.0,2.0,3.0,4.5,3.5
EBK TRANSFORMING EDUC.PATHWAYS F/...,3.448780487804878,2.682926829268293,3.317073170731707,4.317073170731708,3.8292682926829267,3.8780487804878048,3.341463414634146,2.926829268292683,3.268292682926829,3.5853658536585367,3.341463414634146,3.4500000000000006
EBK TRANSFORMING LEARNING W/NEW TECH.,3.508,2.92,3.84,4.08,4.12,4.04,3.48,2.8,2.64,3.32,3.84,3.5116
EBK TRANSFORMING MATTER,3.4,3.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,3.4
EBK TRANSFORMING PUBLIC HEALTH PRACTICE,3.75,3.5,3.8333333333333335,3.8333333333333335,4.5,4.166666666666667,3.8333333333333335,2.8333333333333335,3.1666666666666665,3.6666666666666665,4.166666666666667,3.75
EBK TRANSFORMING SCHOOLS,3.8499999999999996,4.0,3.5,4.0,5.0,3.0,3.5,3.0,4.5,4.5,3.5,3.85
EBK TRANSITION TO ADVANCED MATH.,3.3850000000000002,3.0,3.4,4.3,3.95,3.5,3.4,3.25,3.05,2.9,3.1,3.3850000000000002
EBK TRANSLANGUAGING,3.38,3.3,2.9,3.7,4.15,3.4,3.55,2.825,2.55,3.6,3.825,3.38075
EBK TRANSLANGUAGING CLASSROOM,3.242857142857143,4.0,3.7142857142857144,3.857142857142857,4.285714285714286,3.7142857142857144,2.857142857142857,2.2857142857142856,2.2857142857142856,2.857142857142857,2.5714285714285716,3.2399999999999998
EBK TRANSLATION OF EVIDENCE INTO NURSIN,3.248,3.32,3.04,3.92,3.8,3.4,3.04,2.16,2.4,3.56,3.84,3.2527999999999997
EBK TRANSNATIONAL MANAGEMENT,3.447482014388489,3.20863309352518,3.381294964028777,4.028776978417266,4.194244604316546,3.8776978417266186,3.4388489208633093,2.5035971223021583,2.820143884892086,3.4964028776978417,3.5251798561151078,3.44726618705036
EBK TRANSNATIONALISM,3.2857142857142856,2.7142857142857144,3.2857142857142856,3.857142857142857,3.7142857142857144,4.428571428571429,3.2857142857142856,2.142857142857143,3.0,3.142857142857143,3.2857142857142856,3.2885714285714287
EBK TRANSPORTATION,3.4092261904761907,3.0267857142857144,3.3541666666666665,4.101190476190476,4.083333333333333,3.8125,3.3541666666666665,2.669642857142857,2.7470238095238093,3.5386904761904763,3.4047619047619047,3.40797619047619
EBK TRANSPORTATION NETWORK MODELING+...,3.4666666666666663,3.0,3.3333333333333335,4.333333333333333,3.6666666666666665,3.6666666666666665,4.666666666666667,1.6666666666666667,3.0,4.333333333333333,3.0,3.47
EBK TRAUMA COUNSELING,3.4,4.0,3.5,4.5,3.5,4.0,4.0,3.0,2.0,3.5,2.0,3.4
EBK TRAUMA SYSTEMS THERAPY F/CHILDREN+T,3.4333333333333336,2.8333333333333335,2.8333333333333335,4.0,4.0,4.5,4.333333333333333,2.8333333333333335,2.5,3.3333333333333335,3.1666666666666665,3.436666666666667
EBK TRAVELERS,3.3,3.5,2.5,4.5,2.5,4.0,3.0,2.5,2.5,4.0,4.0,3.3
EBK TREATING THOSE W/MENTAL DISORDERS,2.9333333333333336,2.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,3.0,2.0,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.93
EBK TREATMENT OF DISORDERS IN CHILD...,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0
EBK TRENDS+ISSUES IN INSTRUCT.DESIGN+TE,3.233333333333333,2.3333333333333335,3.6666666666666665,4.0,4.333333333333333,3.6666666666666665,3.6666666666666665,1.3333333333333333,3.0,2.3333333333333335,4.0,3.23
EBK TRESPASSER,3.5,4.0,3.0,2.0,5.0,5.0,3.0,1.0,3.0,4.0,5.0,3.5
EBK TRIAL,3.8,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.8
EBK TRIAL AND DEATH OF SOCRATES,3.1933333333333334,2.8,2.6,4.0,4.2,3.4,3.6666666666666665,1.8,2.2666666666666666,3.6666666666666665,3.533333333333333,3.19
EBK TRIAL+DEATH OF SOCRATES,3.5204545454545455,3.1363636363636362,3.1818181818181817,4.159090909090909,4.0,3.7954545454545454,3.6363636363636362,3.1818181818181817,2.8636363636363638,3.7954545454545454,3.4545454545454546,3.5231818181818184
EBK TRIAL:NEW TRANSLATION,3.8,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,3.8
EBK TRIALS OF NATION MAKING,3.4,2.0,4.0,4.0,4.5,2.5,5.0,2.0,2.0,3.5,4.5,3.4
EBK TROILUS+CRISEYDE,3.5,3.5,3.0,4.5,4.0,3.5,2.5,4.0,3.5,3.0,3.5,3.5
EBK TROPICAL ECOSYSTEMS+ECOLOGICAL CONC,3.341666666666667,3.0416666666666665,3.5416666666666665,3.5,3.9583333333333335,4.041666666666667,3.375,2.1666666666666665,2.9583333333333335,3.0416666666666665,3.7916666666666665,3.340833333333333
EBK TROPICAL NATURE,3.0,3.0,2.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,3.0
EBK TROPICALIA,3.3,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.3
