College,Year,Semester,Department,Format,Total_Spend,Book_Count
fiu,24,F,186,Physical,23725.32,534
fiu,24,F,189,Digital,0.0,595
fiu,24,F,189,Physical,0.0,300
fiu,24,F,19,Digital,32325.3,6857
fiu,24,F,19,Physical,195687.62,3715
fiu,24,F,192,Digital,14637.561,1950
fiu,24,F,192,Physical,8154.54,379
fiu,24,F,198,Digital,0.0,753
fiu,24,F,198,Physical,26693.059,494
fiu,24,F,202,Digital,0.0,244
fiu,24,F,202,Physical,0.0,148
fiu,24,F,204,Digital,5058.25,2679
fiu,24,F,204,Physical,157413.81,1877
fiu,24,F,207,Digital,0.0,1087
fiu,24,F,207,Physical,17868.65,562
fiu,24,F,21,Digital,0.0,44
fiu,24,F,21,Physical,6791.84,132
fiu,24,F,216,Digital,16726.59,571
fiu,24,F,216,Physical,2989.0,213
fiu,24,F,219,Digital,89293.44,2018
fiu,24,F,219,Physical,117905.68,1156
fiu,24,F,22,Digital,0.0,204
fiu,24,F,22,Physical,0.0,200
fiu,24,F,220,Digital,0.0,645
fiu,24,F,220,Physical,25865.84,215
fiu,24,F,226,Digital,0.0,709
fiu,24,F,226,Physical,0.0,149
fiu,24,F,23,Digital,0.0,135
fiu,24,F,23,Physical,5499.06,77
fiu,24,F,234,Digital,12000.0,286
fiu,24,F,234,Physical,1484.7301,81
fiu,24,F,240,Digital,36065.24,2596
fiu,24,F,240,Physical,45103.7,764
fiu,24,F,246,Digital,305409.94,6545
fiu,24,F,246,Physical,35186.0,483
fiu,24,F,249,Digital,0.0,368
fiu,24,F,249,Physical,7945.1504,442
fiu,24,F,25,Digital,14232.4,2589
fiu,24,F,25,Physical,97519.14,1493
fiu,24,F,252,Digital,0.0,576
fiu,24,F,252,Physical,8762.31,575
fiu,24,F,255,Digital,6874.5005,625
fiu,24,F,255,Physical,3870.29,114
fiu,24,F,257,Digital,0.0,370
fiu,24,F,257,Physical,26316.65,129
fiu,24,F,260,Digital,29353.54,768
fiu,24,F,260,Physical,13449.38,119
fiu,24,F,261,Digital,31343.52,611
fiu,24,F,261,Physical,0.0,227
fiu,24,F,270,Digital,0.0,604
fiu,24,F,270,Physical,23575.5,727
fiu,24,F,273,Digital,6554.9,2117
fiu,24,F,273,Physical,112837.0,1385
fiu,24,F,279,Digital,0.0,4
fiu,24,F,279,Physical,0.0,2
fiu,24,F,282,Digital,3961.9497,2204
fiu,24,F,282,Physical,172612.56,932
fiu,24,F,287,Digital,0.0,1032
fiu,24,F,287,Physical,17005.85,360
fiu,24,F,288,Digital,2146.9,140
fiu,24,F,288,Physical,16236.011,126
fiu,24,F,29,Digital,7568.0,511
fiu,24,F,29,Physical,0.0,149
fiu,24,F,291,Digital,340952.88,8159
fiu,24,F,291,Physical,335676.38,2777
fiu,24,F,294,Physical,51.42,4
fiu,24,F,297,Digital,0.0,10
fiu,24,F,297,Physical,712.2,16
fiu,24,F,301,Digital,0.0,216
fiu,24,F,301,Physical,19967.041,72
fiu,24,F,309,Digital,0.0,284
fiu,24,F,309,Physical,2081.72,28
fiu,24,F,31,Physical,4922.95,79
fiu,24,F,315,Physical,183.6,8
fiu,24,F,318,Digital,0.0,160
fiu,24,F,321,Digital,0.0,407
fiu,24,F,321,Physical,78863.85,398
fiu,24,F,324,Digital,5370.0,1337
fiu,24,F,324,Physical,4159.6,808
fiu,24,F,327,Digital,1165.46,480
fiu,24,F,327,Physical,47136.543,456
fiu,24,F,331,Digital,2046.7699,23
fiu,24,F,331,Physical,1840.7999,9
fiu,24,F,335,Digital,61.34,1
fiu,24,F,335,Physical,0.0,4
fiu,24,F,336,Digital,16973.69,576
fiu,24,F,336,Physical,55666.93,504
fiu,24,F,339,Digital,0.0,21
fiu,24,F,339,Physical,388.15,7
fiu,24,F,34,Digital,0.0,708
fiu,24,F,34,Physical,37608.55,477
fiu,24,F,341,Digital,0.0,18
fiu,24,F,341,Physical,6608.88,88
fiu,24,F,346,Digital,15822.66,1678
fiu,24,F,346,Physical,53554.418,664
fiu,24,F,347,Digital,1824.0,402
fiu,24,F,347,Physical,1006.9,263
fiu,24,F,348,Digital,8685.98,1537
fiu,24,F,348,Physical,74417.05,957
fiu,24,F,354,Digital,0.0,484
fiu,24,F,354,Physical,0.0,84
fiu,24,F,357,Digital,0.0,299
fiu,24,F,357,Physical,1684.4,304
fiu,24,F,360,Physical,10919.25,75
fiu,24,F,365,Digital,0.0,182
fiu,24,F,365,Physical,6745.13,255
fiu,24,F,369,Digital,0.0,1339
fiu,24,F,369,Physical,63964.75,952
fiu,24,F,37,Digital,0.0,90
fiu,24,F,37,Physical,2939.7,30
fiu,24,F,371,Digital,0.0,390
fiu,24,F,371,Physical,19308.701,253
fiu,24,F,372,Digital,66018.75,1848
fiu,24,F,372,Physical,49076.47,357
fiu,24,F,374,Digital,0.0,372
fiu,24,F,374,Physical,3484.0,268
fiu,24,F,375,Digital,48207.812,2000
fiu,24,F,375,Physical,38938.76,384
fiu,24,F,380,Digital,0.0,60
fiu,24,F,381,Digital,19441.01,4145
fiu,24,F,381,Physical,117963.44,4869
fiu,24,F,384,Digital,1680.0,1354
fiu,24,F,384,Physical,17715.57,183
fiu,24,F,387,Digital,0.0,541
fiu,24,F,387,Physical,5870.94,445
fiu,24,F,390,Digital,4048.44,1201
fiu,24,F,390,Physical,100521.25,854
fiu,24,F,393,Digital,695.42,4779
fiu,24,F,393,Physical,208983.12,3071
fiu,24,F,396,Digital,0.0,93
fiu,24,F,396,Physical,0.0,31
fiu,24,F,399,Digital,73096.49,4327
fiu,24,F,399,Physical,68164.73,1254
fiu,24,F,40,Digital,15427.36,2062
fiu,24,F,40,Physical,118234.74,1106
fiu,24,F,402,Digital,0.0,1031
fiu,24,F,402,Physical,8546.65,462
fiu,24,F,405,Digital,0.0,128
fiu,24,F,411,Digital,0.0,432
fiu,24,F,411,Physical,17839.621,264
fiu,24,F,413,Digital,0.0,86
fiu,24,F,413,Physical,8601.21,71
fiu,24,F,414,Digital,646.2,196
fiu,24,F,414,Physical,33150.48,754
fiu,24,F,415,Digital,0.0,29
fiu,24,F,415,Physical,2726.0,145
fiu,24,F,417,Digital,0.0,256
fiu,24,F,417,Physical,0.0,372
fiu,24,F,419,Digital,0.0,459
fiu,24,F,419,Physical,0.0,231
fiu,24,F,42,Digital,0.0,176
fiu,24,F,42,Physical,0.0,160
fiu,24,F,420,Digital,9688.859,150
fiu,24,F,420,Physical,5775.14,168
fiu,24,F,421,Digital,0.0,1715
fiu,24,F,421,Physical,6900.85,4265
fiu,24,F,423,Digital,0.0,259
fiu,24,F,423,Physical,6428.31,184
fiu,24,F,424,Digital,0.0,498
fiu,24,F,424,Physical,6484.3804,250
fiu,24,F,426,Digital,0.0,1132
fiu,24,F,426,Physical,19566.36,544
fiu,24,F,429,Digital,2622.0,3562
fiu,24,F,429,Physical,151951.62,1469
fiu,24,F,43,Digital,4459.0,516
fiu,24,F,43,Physical,2956.3,120
fiu,24,F,432,Digital,0.0,399
fiu,24,F,432,Physical,40582.75,255
fiu,24,F,435,Digital,0.0,1096
fiu,24,F,435,Physical,40988.62,1268
fiu,24,F,438,Digital,0.0,192
fiu,24,F,438,Physical,2903.7603,70
fiu,24,F,44,Digital,0.0,925
fiu,24,F,44,Physical,41484.57,701
fiu,24,F,441,Digital,0.0,13893
fiu,24,F,441,Physical,38612.0,2045
fiu,24,F,444,Digital,0.0,1389
fiu,24,F,444,Physical,47397.23,477
fiu,24,F,45,Digital,1238.55,626
fiu,24,F,45,Physical,17017.4,297
fiu,24,F,453,Digital,149840.58,14744
fiu,24,F,453,Physical,532642.9,5593
fiu,24,F,456,Digital,0.0,1248
fiu,24,F,456,Physical,3465.0,818
fiu,24,F,459,Digital,143938.58,7680
fiu,24,F,459,Physical,221587.2,2693
fiu,24,F,46,Digital,139805.25,1878
fiu,24,F,46,Physical,6835.6196,725
fiu,24,F,462,Digital,0.0,346
fiu,24,F,462,Physical,1929.89,115
fiu,24,F,465,Digital,0.0,6
fiu,24,F,465,Physical,280.0,2
fiu,24,F,467,Digital,0.0,1737
fiu,24,F,467,Physical,979.93005,1783
fiu,24,F,468,Digital,0.0,2207
fiu,24,F,468,Physical,70226.96,1009
fiu,24,F,469,Digital,0.0,51
fiu,24,F,469,Physical,0.0,46
fiu,24,F,47,Digital,0.0,129
fiu,24,F,47,Physical,0.0,64
fiu,24,F,470,Digital,0.0,30
fiu,24,F,471,Digital,0.0,216
fiu,24,F,471,Physical,4826.41,50
fiu,24,F,474,Digital,0.0,4477
fiu,24,F,474,Physical,0.0,1102
fiu,24,F,477,Digital,0.0,114
fiu,24,F,477,Physical,8985.1,38
fiu,24,F,478,Digital,0.0,707
fiu,24,F,478,Physical,0.0,365
fiu,24,F,48,Physical,6000.52,53
fiu,24,F,486,Digital,0.0,1010
fiu,24,F,486,Physical,32861.35,701
fiu,24,F,492,Digital,0.0,36
fiu,24,F,492,Physical,0.0,12
fiu,24,F,495,Digital,0.0,22
fiu,24,F,495,Physical,362.89,11
fiu,24,F,498,Digital,0.0,186
fiu,24,F,498,Physical,5102.77,93
fiu,24,F,50,Digital,12914.14,427
fiu,24,F,50,Physical,17020.06,198
fiu,24,F,501,Digital,0.0,135
fiu,24,F,501,Physical,7650.0,46
fiu,24,F,504,Digital,0.0,690
fiu,24,F,504,Physical,131752.28,808
fiu,24,F,507,Digital,77062.5,721
fiu,24,F,507,Physical,73062.99,482
fiu,24,F,510,Digital,0.0,55
fiu,24,F,510,Physical,2782.5398,187
fiu,24,F,513,Physical,15.95,1
fiu,24,F,516,Digital,0.0,119
fiu,24,F,516,Physical,2455.34,80
fiu,24,F,519,Digital,1049.66,229
fiu,24,F,519,Physical,47280.86,378
fiu,24,F,522,Physical,100.95,5
fiu,24,F,528,Digital,0.0,231
fiu,24,F,528,Physical,9336.359,78
fiu,24,F,534,Physical,239.16,12
fiu,24,F,540,Physical,5.99,1
fiu,24,F,541,Digital,0.0,4396
fiu,24,F,541,Physical,0.0,2444
fiu,24,F,545,Digital,0.0,216
fiu,24,F,545,Physical,110301.29,504
fiu,24,F,546,Digital,0.0,920
fiu,24,F,546,Physical,372256.0,1820
fiu,24,F,549,Digital,0.0,1310
fiu,24,F,549,Physical,22960.54,472
fiu,24,F,555,Digital,0.0,149
fiu,24,F,561,Digital,0.0,294
fiu,24,F,561,Physical,0.0,42
fiu,24,F,567,Digital,0.0,2494
fiu,24,F,567,Physical,0.0,1086
fiu,24,F,570,Digital,0.0,891
fiu,24,F,570,Physical,5267.56,461
fiu,24,F,572,Digital,0.0,930
fiu,24,F,572,Physical,0.0,812
fiu,24,F,573,Digital,137565.03,2639
fiu,24,F,573,Physical,476675.03,4825
fiu,24,F,576,Digital,2612.5,176
fiu,24,F,576,Physical,5948.8,110
fiu,24,F,582,Physical,2920.32,27
fiu,24,F,594,Digital,0.0,156
fiu,24,F,594,Physical,14930.3,226
fiu,24,F,599,Digital,7229.9897,2165
fiu,24,F,599,Physical,7291.3,660
fiu,24,F,600,Digital,0.0,116
fiu,24,F,600,Physical,5110.0,116
fiu,24,F,603,Digital,7710.5303,2023
fiu,24,F,603,Physical,64297.63,1514
fiu,24,F,606,Digital,1568.0,32
fiu,24,F,606,Physical,2646.7,58
fiu,24,F,615,Digital,0.0,2091
fiu,24,F,615,Physical,0.0,773
fiu,24,F,618,Digital,237814.94,5852
fiu,24,F,618,Physical,39081.07,405
fiu,24,F,627,Digital,23495.05,2209
fiu,24,F,627,Physical,102472.25,1354
fiu,24,F,630,Digital,0.0,1494
fiu,24,F,630,Physical,48013.84,1508
fiu,24,F,633,Physical,0.0,5
fiu,24,F,636,Digital,27867.5,1016
fiu,24,F,636,Physical,7773.8,248
fiu,24,F,645,Digital,5292.21,912
fiu,24,F,645,Physical,69176.87,657
fiu,24,F,651,Digital,24992.15,7834
fiu,24,F,651,Physical,274059.75,2828
fiu,24,F,654,Digital,0.0,181
fiu,24,F,654,Physical,18357.81,182
fiu,24,F,657,Digital,4050.0,1420
fiu,24,F,657,Physical,10800.85,671
fiu,24,F,660,Digital,211859.28,3143
fiu,24,F,660,Physical,0.0,1042
fiu,24,F,663,Digital,0.0,198
fiu,24,F,663,Physical,41851.76,724
fiu,24,F,666,Digital,0.0,1138
fiu,24,F,666,Physical,16298.64,590
fiu,24,F,669,Digital,0.0,1837
fiu,24,F,669,Physical,282721.44,2350
fiu,24,F,670,Digital,0.0,105
fiu,24,F,670,Physical,0.0,42
fiu,24,F,671,Digital,0.0,53
fiu,24,F,671,Physical,721.81,40
fiu,24,F,675,Digital,1033.89,608
fiu,24,F,675,Physical,16473.01,166
fiu,24,F,682,Digital,0.0,653
fiu,24,F,682,Physical,1232.3401,302
fiu,24,F,683,Digital,2731.25,262
fiu,24,F,683,Physical,13921.439,84
fiu,24,F,684,Digital,12487.5,565
fiu,24,F,684,Physical,1356.6001,159
fiu,24,F,687,Digital,22260.72,5767
fiu,24,F,687,Physical,208923.7,2226
fiu,24,F,688,Digital,13780.75,3197
fiu,24,F,688,Physical,92937.91,1012
fiu,24,F,690,Digital,0.0,1050
fiu,24,F,690,Physical,0.0,768
fiu,24,F,693,Digital,314030.62,4981
fiu,24,F,693,Physical,27120.25,367
fiu,24,F,694,Digital,0.0,818
fiu,24,F,694,Physical,43948.49,380
fiu,24,F,696,Digital,108209.22,763
fiu,24,F,696,Physical,50666.74,771
fiu,24,F,699,Digital,0.0,97
fiu,24,F,699,Physical,0.0,63
fiu,24,F,702,Digital,0.0,69
fiu,24,F,702,Physical,1241.77,23
fiu,24,F,705,Digital,0.0,120
fiu,24,F,705,Physical,29.98,42
fiu,24,F,708,Digital,1279.6,615
fiu,24,F,708,Physical,7222.5303,249
fiu,24,F,714,Digital,184661.03,5160
fiu,24,F,714,Physical,17368.0,1111
fiu,24,F,715,Physical,8532.4,83
fiu,24,F,717,Digital,0.0,85
fiu,24,F,717,Physical,3984.0,24
fiu,24,F,72,Digital,0.0,700
fiu,24,F,72,Physical,85795.945,773
fiu,24,F,720,Digital,8158.0,1265
fiu,24,F,720,Physical,48010.25,297
fiu,24,F,723,Digital,27661.16,1793
fiu,24,F,723,Physical,65676.84,575
fiu,24,F,726,Digital,0.0,399
fiu,24,F,726,Physical,61773.18,266
fiu,24,F,729,Digital,0.0,533
fiu,24,F,729,Physical,36402.098,445
fiu,24,F,732,Digital,35895.6,570
fiu,24,F,732,Physical,0.0,234
fiu,24,F,733,Digital,0.0,57
fiu,24,F,733,Physical,7759.06,101
fiu,24,F,735,Digital,33614.32,3106
fiu,24,F,735,Physical,59200.02,2406
fiu,24,F,738,Digital,0.0,281
fiu,24,F,738,Physical,6622.4297,91
fiu,24,F,741,Digital,0.0,368
fiu,24,F,741,Physical,9450.82,381
fiu,24,F,744,Digital,9594.0,872
fiu,24,F,744,Physical,18310.0,388
fiu,24,F,747,Digital,228.15001,235
fiu,24,F,747,Physical,5747.83,206
fiu,24,F,748,Digital,0.0,238
fiu,24,F,748,Physical,23587.201,80
fiu,24,F,75,Digital,0.0,2461
fiu,24,F,75,Physical,213694.92,1649
fiu,24,F,750,Digital,0.0,3
fiu,24,F,750,Physical,0.0,1
fiu,24,F,754,Digital,15331.24,865
fiu,24,F,754,Physical,8034.15,483
fiu,24,F,756,Digital,0.0,409
fiu,24,F,756,Physical,134409.33,1514
fiu,24,F,757,Physical,2584.5898,101
fiu,24,F,76,Digital,0.0,1087
fiu,24,F,76,Physical,22348.58,389
fiu,24,F,77,Digital,0.0,10612
fiu,24,F,77,Physical,23032.201,5494
fiu,24,F,770,Digital,0.0,39
fiu,24,F,770,Physical,4749.81,39
fiu,24,F,78,Digital,0.0,135
fiu,24,F,78,Physical,14079.471,133
fiu,24,F,790,Digital,0.0,123
fiu,24,F,790,Physical,9189.74,41
fiu,24,F,81,Digital,34728.75,7558
fiu,24,F,81,Physical,1023719.1,10825
fiu,24,F,87,Digital,28081.62,1744
fiu,24,F,87,Physical,38068.34,723
fiu,24,F,887,Physical,989.82,18
fiu,24,F,90,Digital,0.0,3037
fiu,24,F,90,Physical,54208.953,1336
fiu,24,F,91,Digital,0.0,26
fiu,24,F,91,Physical,3900.0,26
fiu,24,F,93,Digital,57862.62,11023
fiu,24,F,93,Physical,395676.66,4641
fiu,24,F,96,Digital,0.0,258
fiu,24,F,96,Physical,47259.59,499
fiu,24,W,10,Digital,146598.94,4489
fiu,24,W,10,Physical,49293.62,1037
fiu,24,W,100,Digital,0.0,129
fiu,24,W,100,Physical,0.0,43
fiu,24,W,101,Digital,0.0,2653
fiu,24,W,101,Physical,124114.49,1644
fiu,24,W,102,Digital,0.0,521
fiu,24,W,102,Physical,26682.92,166
fiu,24,W,103,Digital,0.0,885
fiu,24,W,103,Physical,29693.92,585
fiu,24,W,105,Digital,52904.54,1177
fiu,24,W,105,Physical,185214.28,1597
fiu,24,W,108,Physical,3557.86,65
fiu,24,W,111,Digital,70262.76,4867
fiu,24,W,111,Physical,276111.38,7368
fiu,24,W,112,Digital,53056.9,724
fiu,24,W,112,Physical,81575.2,1563
fiu,24,W,114,Digital,0.0,977
fiu,24,W,114,Physical,2275.75,336
fiu,24,W,116,Digital,6982.7,1336
fiu,24,W,116,Physical,72551.22,492
fiu,24,W,117,Digital,0.0,917
fiu,24,W,117,Physical,34773.06,577
fiu,24,W,118,Digital,0.0,702
fiu,24,W,118,Physical,68723.54,304
fiu,24,W,120,Digital,19500.75,4296
fiu,24,W,120,Physical,195690.69,1530
fiu,24,W,122,Physical,0.0,120
fiu,24,W,124,Digital,5065.84,466
fiu,24,W,124,Physical,19953.23,550
fiu,24,W,128,Digital,116352.3,4667
fiu,24,W,128,Physical,94560.43,1147
fiu,24,W,129,Digital,0.0,5416
fiu,24,W,129,Physical,516192.06,4565
fiu,24,W,13,Digital,0.0,126
fiu,24,W,13,Physical,0.0,80
fiu,24,W,132,Digital,0.0,3350
fiu,24,W,132,Physical,76241.56,1026
fiu,24,W,135,Digital,5499.4497,837
fiu,24,W,135,Physical,63605.27,619
fiu,24,W,138,Digital,0.0,838
fiu,24,W,138,Physical,20850.469,823
fiu,24,W,140,Digital,0.0,729
fiu,24,W,140,Physical,6391.77,317
fiu,24,W,142,Digital,0.0,316
fiu,24,W,142,Physical,15968.95,163
fiu,24,W,144,Digital,0.0,180
fiu,24,W,144,Physical,0.0,122
fiu,24,W,15,Physical,0.0,36
fiu,24,W,153,Physical,2361.6,24
fiu,24,W,156,Digital,92734.58,5191
fiu,24,W,156,Physical,120460.08,1194
fiu,24,W,16,Digital,16502.0,979
fiu,24,W,16,Physical,4125.6,189
fiu,24,W,162,Digital,1154.04,327
fiu,24,W,162,Physical,25888.68,259
fiu,24,W,163,Digital,0.0,1144
fiu,24,W,163,Physical,57012.8,625
fiu,24,W,164,Digital,0.0,88
fiu,24,W,164,Physical,1491.6001,88
fiu,24,W,165,Digital,0.0,3645
fiu,24,W,165,Physical,239430.38,1751
fiu,24,W,166,Digital,0.0,189
fiu,24,W,166,Physical,11970.0,63
fiu,24,W,168,Digital,139785.6,4957
fiu,24,W,168,Physical,287426.28,2145
fiu,24,W,17,Digital,0.0,108
fiu,24,W,17,Physical,148.77,71
fiu,24,W,171,Digital,4274.1997,631
fiu,24,W,171,Physical,30625.86,156
fiu,24,W,174,Digital,0.0,120
fiu,24,W,174,Physical,6971.5903,61
fiu,24,W,175,Digital,0.0,20
fiu,24,W,175,Physical,294.75,5
fiu,24,W,177,Digital,0.0,139
fiu,24,W,177,Physical,0.0,144
fiu,24,W,18,Digital,0.0,368
fiu,24,W,18,Physical,12757.57,265
fiu,24,W,180,Digital,0.0,140
fiu,24,W,180,Physical,0.0,182
fiu,24,W,183,Digital,400.4,1966
fiu,24,W,183,Physical,28509.29,1059
fiu,24,W,186,Digital,0.0,980
fiu,24,W,186,Physical,2210.32,544
fiu,24,W,189,Digital,0.0,451
fiu,24,W,189,Physical,0.0,282
fiu,24,W,19,Digital,26509.1,3337
fiu,24,W,19,Physical,113450.04,1869
fiu,24,W,192,Digital,4199.3003,1011
fiu,24,W,192,Physical,15563.131,173
fiu,24,W,198,Digital,0.0,711
fiu,24,W,198,Physical,33629.008,470
fiu,24,W,202,Digital,0.0,338
fiu,24,W,202,Physical,27181.441,178
fiu,24,W,204,Digital,2772.0,2351
fiu,24,W,204,Physical,152609.14,1600
fiu,24,W,207,Digital,0.0,516
fiu,24,W,207,Physical,30965.42,470
fiu,24,W,216,Digital,15521.07,633
fiu,24,W,216,Physical,3038.0,218
fiu,24,W,219,Digital,87126.08,2045
fiu,24,W,219,Physical,109075.18,1077
fiu,24,W,22,Digital,0.0,128
fiu,24,W,22,Physical,0.0,48
fiu,24,W,220,Digital,0.0,384
fiu,24,W,220,Physical,18475.6,128
fiu,24,W,226,Digital,0.0,872
fiu,24,W,226,Physical,0.0,287
fiu,24,W,23,Digital,0.0,128
fiu,24,W,23,Physical,4402.56,107
fiu,24,W,234,Digital,0.0,361
fiu,24,W,234,Physical,0.0,70
fiu,24,W,240,Digital,58713.27,1957
fiu,24,W,240,Physical,75426.53,863
fiu,24,W,246,Digital,204655.28,4585
fiu,24,W,246,Physical,32205.26,348
fiu,24,W,249,Digital,0.0,417
fiu,24,W,249,Physical,7455.32,495
fiu,24,W,25,Digital,7666.92,950
fiu,24,W,25,Physical,94346.72,1318
fiu,24,W,252,Digital,0.0,203
fiu,24,W,252,Physical,7668.94,365
fiu,24,W,255,Digital,0.0,849
fiu,24,W,255,Physical,76567.76,571
fiu,24,W,257,Digital,9269.54,383
fiu,24,W,257,Physical,30711.148,164
fiu,24,W,258,Digital,0.0,72
fiu,24,W,258,Physical,4817.7197,53
fiu,24,W,260,Digital,8126.72,64
fiu,24,W,260,Physical,44254.4,416
fiu,24,W,261,Digital,30138.0,295
fiu,24,W,261,Physical,12384.84,180
fiu,24,W,270,Digital,866.45,803
fiu,24,W,270,Physical,17558.94,482
fiu,24,W,273,Digital,3619.5498,2090
fiu,24,W,273,Physical,97097.84,1534
fiu,24,W,279,Physical,3399.83,17
fiu,24,W,282,Digital,3572.2498,1870
fiu,24,W,282,Physical,108545.08,755
fiu,24,W,287,Digital,0.0,232
fiu,24,W,287,Physical,8369.2,209
fiu,24,W,288,Digital,2453.6,305
fiu,24,W,288,Physical,18167.69,204
fiu,24,W,29,Digital,7922.75,145
fiu,24,W,29,Physical,0.0,39
fiu,24,W,291,Digital,228406.48,7009
fiu,24,W,291,Physical,341665.16,2770
fiu,24,W,297,Physical,664.05,6
fiu,24,W,301,Digital,0.0,120
fiu,24,W,301,Physical,12063.0,60
fiu,24,W,309,Digital,0.0,160
fiu,24,W,309,Physical,25592.56,188
fiu,24,W,31,Physical,4443.14,74
fiu,24,W,315,Physical,698.7,20
fiu,24,W,318,Digital,0.0,296
fiu,24,W,318,Physical,5102.4,32
fiu,24,W,321,Digital,0.0,299
fiu,24,W,321,Physical,52059.348,265
fiu,24,W,324,Digital,0.0,626
fiu,24,W,324,Physical,12269.36,381
fiu,24,W,327,Digital,0.0,301
fiu,24,W,327,Physical,42024.02,381
fiu,24,W,331,Digital,2046.7699,97
fiu,24,W,331,Physical,7914.36,26
fiu,24,W,335,Digital,1165.46,19
fiu,24,W,336,Digital,10580.189,694
fiu,24,W,336,Physical,68905.7,551
fiu,24,W,34,Digital,0.0,316
fiu,24,W,34,Physical,33986.93,470
fiu,24,W,341,Digital,0.0,36
fiu,24,W,341,Physical,6462.06,108
fiu,24,W,346,Digital,13381.76,1317
fiu,24,W,346,Physical,44422.21,512
fiu,24,W,347,Digital,1104.0,507
fiu,24,W,347,Physical,459.62,343
fiu,24,W,348,Digital,5367.89,1603
fiu,24,W,348,Physical,61976.418,626
fiu,24,W,354,Digital,0.0,380
fiu,24,W,354,Physical,0.0,146
fiu,24,W,357,Digital,0.0,192
fiu,24,W,357,Physical,3018.06,201
fiu,24,W,360,Physical,6697.1396,46
fiu,24,W,365,Digital,0.0,223
fiu,24,W,365,Physical,5634.14,210
fiu,24,W,369,Digital,0.0,3231
fiu,24,W,369,Physical,70830.08,1121
fiu,24,W,37,Digital,0.0,141
fiu,24,W,37,Physical,4548.53,47
fiu,24,W,371,Digital,0.0,523
fiu,24,W,371,Physical,30564.15,344
fiu,24,W,372,Digital,0.0,619
fiu,24,W,372,Physical,130948.516,727
fiu,24,W,374,Digital,0.0,486
fiu,24,W,374,Physical,6654.78,479
fiu,24,W,375,Digital,48104.66,2023
fiu,24,W,375,Physical,16467.74,257
fiu,24,W,380,Digital,0.0,72
fiu,24,W,380,Physical,6324.93,27
fiu,24,W,381,Digital,0.0,1693
fiu,24,W,381,Physical,48396.71,2181
fiu,24,W,384,Digital,0.0,645
fiu,24,W,384,Physical,7679.3604,71
fiu,24,W,387,Digital,0.0,527
fiu,24,W,387,Physical,8799.7,353
fiu,24,W,390,Digital,3005.66,1443
fiu,24,W,390,Physical,109049.81,903
fiu,24,W,393,Digital,0.0,3466
fiu,24,W,393,Physical,119301.98,2117
fiu,24,W,399,Digital,25643.7,4586
fiu,24,W,399,Physical,80333.56,1898
fiu,24,W,40,Digital,14600.9,1070
fiu,24,W,40,Physical,42875.82,481
fiu,24,W,402,Digital,0.0,1027
fiu,24,W,402,Physical,4673.57,508
fiu,24,W,405,Digital,0.0,127
fiu,24,W,405,Physical,18686.78,127
fiu,24,W,411,Digital,0.0,348
fiu,24,W,411,Physical,14433.72,216
fiu,24,W,413,Digital,0.0,388
fiu,24,W,413,Physical,16300.83,242
fiu,24,W,414,Digital,556.45,163
fiu,24,W,414,Physical,25588.178,590
fiu,24,W,415,Digital,0.0,28
fiu,24,W,415,Physical,2632.0,140
fiu,24,W,417,Digital,0.0,111
fiu,24,W,417,Physical,1709.0499,156
fiu,24,W,419,Digital,0.0,187
fiu,24,W,419,Physical,0.0,74
fiu,24,W,420,Digital,0.0,362
fiu,24,W,420,Physical,8945.56,191
fiu,24,W,421,Digital,0.0,1164
fiu,24,W,421,Physical,247.49998,3308
fiu,24,W,423,Digital,0.0,591
fiu,24,W,423,Physical,14978.74,373
fiu,24,W,424,Digital,0.0,490
fiu,24,W,424,Physical,11970.82,265
fiu,24,W,426,Digital,0.0,1094
fiu,24,W,426,Physical,28163.07,683
fiu,24,W,429,Digital,2967.0,3013
fiu,24,W,429,Physical,127705.9,1212
fiu,24,W,43,Digital,4004.0,147
fiu,24,W,43,Physical,1099.45,55
fiu,24,W,432,Digital,0.0,119
fiu,24,W,432,Physical,22100.48,161
fiu,24,W,435,Digital,0.0,1993
fiu,24,W,435,Physical,43562.54,1686
fiu,24,W,438,Digital,0.0,292
fiu,24,W,438,Physical,3985.6,73
fiu,24,W,44,Digital,0.0,856
fiu,24,W,44,Physical,43027.07,755
fiu,24,W,441,Digital,0.0,16866
fiu,24,W,441,Physical,116229.7,7938
fiu,24,W,444,Digital,0.0,1087
fiu,24,W,444,Physical,35515.918,337
fiu,24,W,447,Digital,0.0,15
fiu,24,W,447,Physical,0.0,15
fiu,24,W,45,Digital,1130.8501,489
fiu,24,W,45,Physical,16335.96,259
fiu,24,W,453,Digital,95524.71,12012
fiu,24,W,453,Physical,579551.0,5916
fiu,24,W,456,Digital,0.0,1314
fiu,24,W,456,Physical,6567.41,838
fiu,24,W,459,Digital,143698.89,6937
fiu,24,W,459,Physical,323045.84,3389
fiu,24,W,46,Digital,85833.78,1154
fiu,24,W,46,Physical,5920.94,519
fiu,24,W,462,Digital,0.0,210
fiu,24,W,462,Physical,2077.0,93
fiu,24,W,465,Physical,420.0,3
fiu,24,W,467,Digital,0.0,2510
fiu,24,W,467,Physical,3639.7402,2592
fiu,24,W,468,Digital,0.0,2036
fiu,24,W,468,Physical,78795.4,1052
fiu,24,W,469,Digital,0.0,257
fiu,24,W,469,Physical,329.99,163
