campus_code,adoption_type,dept_code,term_year,term_code,total_bundles,total_spend,total_savings,total_retail
785-785,EO,IDH,22,W,166,0.0,0.0,0.0
785-785,EO,IDH,23,A,354,0.0,0.0,0.0
785-785,EO,IDH,23,F,2154,0.0,0.0,0.0
785-785,EO,IDH,23,W,1611,0.0,0.0,0.0
785-785,EO,IDH,24,A,884,0.0,0.0,0.0
785-785,EO,IDH,24,F,3799,0.0,0.0,0.0
785-785,EO,IDH,24,W,1586,0.0,0.0,0.0
785-785,EO,IDS,22,W,2244,0.0,0.0,0.0
785-785,EO,IDS,23,A,1852,0.0,0.0,0.0
785-785,EO,IDS,23,F,1824,0.0,0.0,0.0
785-785,EO,IDS,23,W,2724,0.0,0.0,0.0
785-785,EO,IDS,24,F,315,0.0,0.0,0.0
785-785,EO,IND,21,F,289,0.0,0.0,0.0
785-785,EO,IND,22,A,9,0.0,0.0,0.0
785-785,EO,IND,22,F,223,0.0,0.0,0.0
785-785,EO,IND,22,W,131,0.0,0.0,0.0
785-785,EO,IND,23,A,9,0.0,0.0,0.0
785-785,EO,IND,23,F,306,0.0,0.0,0.0
785-785,EO,IND,23,W,114,0.0,0.0,0.0
785-785,EO,IND,24,A,2,0.0,0.0,0.0
785-785,EO,IND,24,F,454,0.0,0.0,0.0
785-785,EO,IND,24,W,527,0.0,0.0,0.0
785-785,EO,INP,21,F,492,0.0,0.0,0.0
785-785,EO,INP,22,A,109,0.0,0.0,0.0
785-785,EO,INP,22,F,615,0.0,0.0,0.0
785-785,EO,INP,22,W,300,0.0,0.0,0.0
785-785,EO,INP,23,A,341,0.0,0.0,0.0
785-785,EO,INP,23,F,340,0.0,0.0,0.0
785-785,EO,INP,23,W,952,0.0,0.0,0.0
785-785,EO,INP,24,A,481,0.0,0.0,0.0
785-785,EO,INP,24,F,928,0.0,0.0,0.0
785-785,EO,INP,24,W,1414,0.0,0.0,0.0
785-785,EO,INR,21,F,619,0.0,0.0,0.0
785-785,EO,INR,22,A,1197,0.0,0.0,0.0
785-785,EO,INR,22,F,1380,0.0,0.0,0.0
785-785,EO,INR,22,W,1276,0.0,0.0,0.0
785-785,EO,INR,23,A,1864,0.0,0.0,0.0
785-785,EO,INR,23,F,4191,0.0,0.0,0.0
785-785,EO,INR,23,W,3948,0.0,0.0,0.0
785-785,EO,INR,24,A,2232,0.0,0.0,0.0
785-785,EO,INR,24,F,4599,0.0,0.0,0.0
785-785,EO,INR,24,W,3179,0.0,0.0,0.0
785-785,EO,ISC,22,F,29,0.0,0.0,0.0
785-785,EO,ISC,23,F,19,0.0,0.0,0.0
785-785,EO,ISC,24,F,93,0.0,0.0,0.0
785-785,EO,ISM,21,F,2078,0.0,0.0,0.0
785-785,EO,ISM,22,A,603,0.0,0.0,0.0
785-785,EO,ISM,22,F,1378,0.0,0.0,0.0
785-785,EO,ISM,22,W,2789,0.0,0.0,0.0
785-785,EO,ISM,23,A,2271,0.0,0.0,0.0
785-785,EO,ISM,23,F,5512,0.0,0.0,0.0
785-785,EO,ISM,23,W,4261,0.0,0.0,0.0
785-785,EO,ISM,24,A,1362,0.0,0.0,0.0
785-785,EO,ISM,24,F,2797,0.0,0.0,0.0
785-785,EO,ISM,24,W,3704,0.0,0.0,0.0
785-785,EO,ISS,21,F,506,0.0,0.0,0.0
785-785,EO,ISS,22,A,586,0.0,0.0,0.0
785-785,EO,ISS,22,F,449,0.0,0.0,0.0
785-785,EO,ISS,22,W,803,0.0,0.0,0.0
785-785,EO,ISS,23,A,50,0.0,0.0,0.0
785-785,EO,ISS,23,F,529,0.0,0.0,0.0
785-785,EO,ISS,23,W,806,0.0,0.0,0.0
785-785,EO,ISS,24,A,285,0.0,0.0,0.0
785-785,EO,ISS,24,F,648,0.0,0.0,0.0
785-785,EO,ISS,24,W,1006,0.0,0.0,0.0
785-785,EO,ITA,22,W,230,0.0,0.0,0.0
785-785,EO,ITA,23,A,96,0.0,0.0,0.0
785-785,EO,ITA,23,F,109,0.0,0.0,0.0
785-785,EO,ITA,23,W,110,0.0,0.0,0.0
785-785,EO,ITA,24,W,127,0.0,0.0,0.0
785-785,EO,JOU,23,A,410,0.0,0.0,0.0
785-785,EO,JOU,23,F,486,0.0,0.0,0.0
785-785,EO,JOU,23,W,466,0.0,0.0,0.0
785-785,EO,JOU,24,A,356,0.0,0.0,0.0
785-785,EO,JOU,24,F,432,0.0,0.0,0.0
785-785,EO,JOU,24,W,352,0.0,0.0,0.0
785-785,EO,JPN,23,A,76,0.0,0.0,0.0
785-785,EO,JPN,23,F,150,0.0,0.0,0.0
785-785,EO,JPN,23,W,198,0.0,0.0,0.0
785-785,EO,JPN,24,A,88,0.0,0.0,0.0
785-785,EO,JPN,24,F,160,0.0,0.0,0.0
785-785,EO,JPN,24,W,132,0.0,0.0,0.0
785-785,EO,JPT,23,F,38,0.0,0.0,0.0
785-785,EO,JPT,24,F,29,0.0,0.0,0.0
785-785,EO,JPT,24,W,28,0.0,0.0,0.0
785-785,EO,JRM,21,F,240,0.0,0.0,0.0
785-785,EO,JRM,22,A,29,0.0,0.0,0.0
785-785,EO,JRM,22,F,256,0.0,0.0,0.0
785-785,EO,JRM,22,W,102,0.0,0.0,0.0
785-785,EO,JRM,23,A,38,0.0,0.0,0.0
785-785,EO,JRM,23,F,480,0.0,0.0,0.0
785-785,EO,JRM,23,W,101,0.0,0.0,0.0
785-785,EO,JRM,24,A,56,0.0,0.0,0.0
785-785,EO,JRM,24,F,469,0.0,0.0,0.0
785-785,EO,JRM,24,W,177,0.0,0.0,0.0
785-785,EO,LAA,21,F,143,0.0,0.0,0.0
785-785,EO,LAA,22,A,48,0.0,0.0,0.0
785-785,EO,LAA,22,F,135,0.0,0.0,0.0
785-785,EO,LAA,22,W,307,0.0,0.0,0.0
785-785,EO,LAA,23,A,87,0.0,0.0,0.0
785-785,EO,LAA,23,F,280,0.0,0.0,0.0
785-785,EO,LAA,23,W,163,0.0,0.0,0.0
785-785,EO,LAA,24,A,81,0.0,0.0,0.0
785-785,EO,LAA,24,F,256,0.0,0.0,0.0
785-785,EO,LAA,24,W,111,0.0,0.0,0.0
785-785,EO,LAE,21,F,61,0.0,0.0,0.0
785-785,EO,LAE,22,A,30,0.0,0.0,0.0
785-785,EO,LAE,22,F,30,0.0,0.0,0.0
785-785,EO,LAE,23,A,30,0.0,0.0,0.0
785-785,EO,LAE,23,F,272,0.0,0.0,0.0
785-785,EO,LAE,23,W,12,0.0,0.0,0.0
785-785,EO,LAE,24,A,279,0.0,0.0,0.0
785-785,EO,LAE,24,F,20,0.0,0.0,0.0
785-785,EO,LAE,24,W,368,0.0,0.0,0.0
785-785,EO,LAH,22,A,341,0.0,0.0,0.0
785-785,EO,LAH,22,W,170,0.0,0.0,0.0
785-785,EO,LAH,23,A,244,0.0,0.0,0.0
785-785,EO,LAH,23,F,66,0.0,0.0,0.0
785-785,EO,LAH,23,W,667,0.0,0.0,0.0
785-785,EO,LAH,24,A,150,0.0,0.0,0.0
785-785,EO,LAH,24,F,204,0.0,0.0,0.0
785-785,EO,LAH,24,W,387,0.0,0.0,0.0
785-785,EO,LAS,21,F,35,0.0,0.0,0.0
785-785,EO,LAS,22,A,120,0.0,0.0,0.0
785-785,EO,LAS,22,F,126,0.0,0.0,0.0
785-785,EO,LAS,22,W,108,0.0,0.0,0.0
785-785,EO,LAS,23,A,413,0.0,0.0,0.0
785-785,EO,LAS,23,F,428,0.0,0.0,0.0
785-785,EO,LAS,23,W,646,0.0,0.0,0.0
785-785,EO,LAS,24,A,348,0.0,0.0,0.0
785-785,EO,LAS,24,F,470,0.0,0.0,0.0
785-785,EO,LAS,24,W,493,0.0,0.0,0.0
785-785,EO,LAW,21,F,1782,0.0,0.0,0.0
785-785,EO,LAW,22,A,247,0.0,0.0,0.0
785-785,EO,LAW,22,F,764,0.0,0.0,0.0
785-785,EO,LAW,22,W,1305,0.0,0.0,0.0
785-785,EO,LAW,23,A,333,0.0,0.0,0.0
785-785,EO,LAW,23,F,1586,0.0,0.0,0.0
785-785,EO,LAW,23,W,432,0.0,0.0,0.0
785-785,EO,LAW,24,A,285,0.0,0.0,0.0
785-785,EO,LAW,24,F,1311,0.0,0.0,0.0
785-785,EO,LAW,24,W,836,0.0,0.0,0.0
785-785,EO,LBS,21,F,12,0.0,0.0,0.0
785-785,EO,LBS,22,A,147,0.0,0.0,0.0
785-785,EO,LBS,22,F,327,0.0,0.0,0.0
785-785,EO,LBS,22,W,248,0.0,0.0,0.0
785-785,EO,LBS,23,A,967,0.0,0.0,0.0
785-785,EO,LBS,23,F,360,0.0,0.0,0.0
785-785,EO,LBS,23,W,702,0.0,0.0,0.0
785-785,EO,LBS,24,A,870,0.0,0.0,0.0
785-785,EO,LBS,24,F,512,0.0,0.0,0.0
785-785,EO,LBS,24,W,573,0.0,0.0,0.0
785-785,EO,LEI,21,F,250,0.0,0.0,0.0
785-785,EO,LEI,22,A,1154,0.0,0.0,0.0
785-785,EO,LEI,22,F,510,0.0,0.0,0.0
785-785,EO,LEI,22,W,331,0.0,0.0,0.0
785-785,EO,LEI,23,A,1312,0.0,0.0,0.0
785-785,EO,LEI,23,F,3166,0.0,0.0,0.0
785-785,EO,LEI,23,W,2726,0.0,0.0,0.0
785-785,EO,LEI,24,A,917,0.0,0.0,0.0
785-785,EO,LEI,24,F,3499,0.0,0.0,0.0
785-785,EO,LEI,24,W,2940,0.0,0.0,0.0
785-785,EO,LIN,21,F,28,0.0,0.0,0.0
785-785,EO,LIN,22,F,13,0.0,0.0,0.0
785-785,EO,LIN,22,W,5,0.0,0.0,0.0
785-785,EO,LIN,23,A,60,0.0,0.0,0.0
785-785,EO,LIN,23,F,47,0.0,0.0,0.0
785-785,EO,LIN,23,W,52,0.0,0.0,0.0
785-785,EO,LIN,24,A,23,0.0,0.0,0.0
785-785,EO,LIN,24,F,331,0.0,0.0,0.0
785-785,EO,LIN,24,W,19,0.0,0.0,0.0
785-785,EO,LIT,21,F,158,0.0,0.0,0.0
785-785,EO,LIT,22,A,14,0.0,0.0,0.0
785-785,EO,LIT,22,W,48,0.0,0.0,0.0
785-785,EO,LIT,23,A,710,0.0,0.0,0.0
785-785,EO,LIT,23,F,997,0.0,0.0,0.0
785-785,EO,LIT,23,W,1907,0.0,0.0,0.0
785-785,EO,LIT,24,A,1171,0.0,0.0,0.0
785-785,EO,LIT,24,F,1028,0.0,0.0,0.0
785-785,EO,LIT,24,W,1973,0.0,0.0,0.0
785-785,EO,MAA,22,A,24,0.0,0.0,0.0
785-785,EO,MAA,23,F,295,0.0,0.0,0.0
785-785,EO,MAA,23,W,412,0.0,0.0,0.0
785-785,EO,MAA,24,F,192,0.0,0.0,0.0
785-785,EO,MAA,24,W,292,0.0,0.0,0.0
785-785,EO,MAC,21,F,800,0.0,0.0,0.0
785-785,EO,MAC,22,A,502,0.0,0.0,0.0
785-785,EO,MAC,22,F,58,0.0,0.0,0.0
785-785,EO,MAC,22,W,4185,0.0,0.0,0.0
785-785,EO,MAC,23,A,111,0.0,0.0,0.0
785-785,EO,MAC,23,F,9645,0.0,0.0,0.0
785-785,EO,MAC,23,W,15611,0.0,0.0,0.0
785-785,EO,MAC,24,A,2250,0.0,0.0,0.0
785-785,EO,MAC,24,F,1993,0.0,0.0,0.0
785-785,EO,MAC,24,W,8170,0.0,0.0,0.0
785-785,EO,MAD,23,A,138,0.0,0.0,0.0
785-785,EO,MAD,23,F,1541,0.0,0.0,0.0
785-785,EO,MAD,23,W,1178,0.0,0.0,0.0
785-785,EO,MAD,24,A,156,0.0,0.0,0.0
785-785,EO,MAD,24,F,1400,0.0,0.0,0.0
785-785,EO,MAD,24,W,1098,0.0,0.0,0.0
785-785,EO,MAE,21,F,17,0.0,0.0,0.0
785-785,EO,MAE,22,A,15,0.0,0.0,0.0
785-785,EO,MAE,22,W,24,0.0,0.0,0.0
785-785,EO,MAE,23,W,23,0.0,0.0,0.0
785-785,EO,MAE,24,W,15,0.0,0.0,0.0
785-785,EO,MAN,21,F,5205,0.0,0.0,0.0
785-785,EO,MAN,22,A,2591,0.0,0.0,0.0
785-785,EO,MAN,22,F,4706,2848.874744042468,2575.125255957532,5424.0
785-785,EO,MAN,22,W,4441,0.0,0.0,0.0
785-785,EO,MAN,23,A,4384,0.0,0.0,0.0
785-785,EO,MAN,23,F,7667,0.0,0.0,0.0
785-785,EO,MAN,23,W,9558,0.0,0.0,0.0
785-785,EO,MAN,24,A,6379,0.0,0.0,0.0
785-785,EO,MAN,24,F,8029,0.0,0.0,0.0
785-785,EO,MAN,24,W,7480,0.0,0.0,0.0
785-785,EO,MAP,22,A,404,0.0,0.0,0.0
785-785,EO,MAP,22,W,750,0.0,0.0,0.0
785-785,EO,MAP,23,F,1012,0.0,0.0,0.0
785-785,EO,MAP,23,W,1405,0.0,0.0,0.0
785-785,EO,MAP,24,A,304,0.0,0.0,0.0
785-785,EO,MAP,24,F,788,0.0,0.0,0.0
785-785,EO,MAP,24,W,933,0.0,0.0,0.0
785-785,EO,MAR,21,F,2507,0.0,0.0,0.0
785-785,EO,MAR,22,A,1241,0.0,0.0,0.0
785-785,EO,MAR,22,F,1557,0.0,0.0,0.0
785-785,EO,MAR,22,W,2609,0.0,0.0,0.0
785-785,EO,MAR,23,A,2810,0.0,0.0,0.0
785-785,EO,MAR,23,F,4062,0.0,0.0,0.0
785-785,EO,MAR,23,W,4928,0.0,0.0,0.0
785-785,EO,MAR,24,A,1781,0.0,0.0,0.0
785-785,EO,MAR,24,F,3549,0.0,0.0,0.0
785-785,EO,MAR,24,W,3729,0.0,0.0,0.0
785-785,EO,MAS,21,F,89,0.0,0.0,0.0
785-785,EO,MAS,22,W,78,0.0,0.0,0.0
785-785,EO,MAS,23,A,295,0.0,0.0,0.0
785-785,EO,MAS,23,F,323,0.0,0.0,0.0
785-785,EO,MAS,23,W,264,0.0,0.0,0.0
785-785,EO,MAS,24,A,108,0.0,0.0,0.0
785-785,EO,MAS,24,F,267,0.0,0.0,0.0
785-785,EO,MAS,24,W,210,0.0,0.0,0.0
785-785,EO,MAT,23,W,21,0.0,0.0,0.0
785-785,EO,MAT,24,F,6,0.0,0.0,0.0
785-785,EO,MCB,22,A,24,0.0,0.0,0.0
785-785,EO,MCB,22,W,448,0.0,0.0,0.0
785-785,EO,MCB,23,A,894,0.0,0.0,0.0
785-785,EO,MCB,23,F,1037,0.0,0.0,0.0
785-785,EO,MCB,23,W,1539,0.0,0.0,0.0
785-785,EO,MCB,24,F,1861,0.0,0.0,0.0
785-785,EO,MCB,24,W,1795,0.0,0.0,0.0
785-785,EO,MDC,21,F,121,0.0,0.0,0.0
785-785,EO,MDC,22,F,125,0.0,0.0,0.0
785-785,EO,MDC,23,A,1646,0.0,0.0,0.0
785-785,EO,MDC,23,F,1477,0.0,0.0,0.0
785-785,EO,MDC,23,W,156,0.0,0.0,0.0
785-785,EO,MDC,24,A,1438,0.0,0.0,0.0
785-785,EO,MDC,24,F,587,0.0,0.0,0.0
785-785,EO,MDC,24,W,2073,0.0,0.0,0.0
785-785,EO,MDE,21,F,28,0.0,0.0,0.0
785-785,EO,MDE,22,W,4,0.0,0.0,0.0
785-785,EO,MDE,23,F,79,0.0,0.0,0.0
785-785,EO,MDE,24,F,40,0.0,0.0,0.0
785-785,EO,MDE,24,W,133,0.0,0.0,0.0
785-785,EO,MDS,23,F,42,0.0,0.0,0.0
785-785,EO,MDS,24,W,84,0.0,0.0,0.0
785-785,EO,MET,22,F,6,0.0,0.0,0.0
785-785,EO,MET,22,W,13,0.0,0.0,0.0
785-785,EO,MET,23,F,192,0.0,0.0,0.0
785-785,EO,MET,23,W,116,0.0,0.0,0.0
785-785,EO,MET,24,F,183,0.0,0.0,0.0
785-785,EO,MET,24,W,69,0.0,0.0,0.0
785-785,EO,MGF,21,F,111,0.0,0.0,0.0
785-785,EO,MGF,22,A,418,0.0,0.0,0.0
785-785,EO,MGF,22,W,1232,0.0,0.0,0.0
785-785,EO,MGF,23,A,501,0.0,0.0,0.0
785-785,EO,MGF,23,F,2865,0.0,0.0,0.0
785-785,EO,MGF,23,W,2783,0.0,0.0,0.0
785-785,EO,MGF,24,A,531,0.0,0.0,0.0
785-785,EO,MGF,24,F,3348,0.0,0.0,0.0
785-785,EO,MGF,24,W,2097,0.0,0.0,0.0
785-785,EO,MHF,23,F,78,0.0,0.0,0.0
785-785,EO,MHF,23,W,30,0.0,0.0,0.0
785-785,EO,MHF,24,F,114,0.0,0.0,0.0
785-785,EO,MHF,24,W,150,0.0,0.0,0.0
785-785,EO,MHS,21,F,361,0.0,0.0,0.0
785-785,EO,MHS,22,A,162,0.0,0.0,0.0
785-785,EO,MHS,22,F,276,0.0,0.0,0.0
785-785,EO,MHS,22,W,400,0.0,0.0,0.0
785-785,EO,MHS,23,A,121,0.0,0.0,0.0
785-785,EO,MHS,23,F,606,0.0,0.0,0.0
785-785,EO,MHS,23,W,192,0.0,0.0,0.0
785-785,EO,MHS,24,A,136,0.0,0.0,0.0
785-785,EO,MHS,24,F,482,0.0,0.0,0.0
785-785,EO,MHS,24,W,592,0.0,0.0,0.0
785-785,EO,MMC,21,F,228,0.0,0.0,0.0
785-785,EO,MMC,22,A,88,0.0,0.0,0.0
785-785,EO,MMC,22,F,540,0.0,0.0,0.0
785-785,EO,MMC,22,W,424,0.0,0.0,0.0
785-785,EO,MMC,23,A,200,0.0,0.0,0.0
785-785,EO,MMC,23,F,804,0.0,0.0,0.0
785-785,EO,MMC,23,W,679,0.0,0.0,0.0
785-785,EO,MMC,24,A,506,0.0,0.0,0.0
785-785,EO,MMC,24,F,923,0.0,0.0,0.0
785-785,EO,MMC,24,W,996,0.0,0.0,0.0
785-785,EO,MTG,22,F,21,0.0,0.0,0.0
785-785,EO,MTG,23,F,27,0.0,0.0,0.0
785-785,EO,MTG,23,W,198,0.0,0.0,0.0
785-785,EO,MTG,24,F,36,0.0,0.0,0.0
785-785,EO,MTG,24,W,92,0.0,0.0,0.0
785-785,EO,MUC,22,F,7,0.0,0.0,0.0
785-785,EO,MUC,23,F,14,0.0,0.0,0.0
785-785,EO,MUC,24,F,22,0.0,0.0,0.0
785-785,EO,MUE,22,W,27,0.0,0.0,0.0
785-785,EO,MUE,23,F,105,0.0,0.0,0.0
785-785,EO,MUE,23,W,297,0.0,0.0,0.0
785-785,EO,MUE,24,F,186,0.0,0.0,0.0
785-785,EO,MUE,24,W,182,0.0,0.0,0.0
785-785,EO,MUG,24,F,141,0.0,0.0,0.0
785-785,EO,MUG,24,W,6,0.0,0.0,0.0
785-785,EO,MUH,22,A,24,0.0,0.0,0.0
785-785,EO,MUH,23,A,441,0.0,0.0,0.0
785-785,EO,MUH,23,F,9,0.0,0.0,0.0
785-785,EO,MUH,23,W,398,0.0,0.0,0.0
785-785,EO,MUH,24,A,462,0.0,0.0,0.0
785-785,EO,MUH,24,F,690,0.0,0.0,0.0
785-785,EO,MUH,24,W,72,0.0,0.0,0.0
785-785,EO,MUL,23,F,7,0.0,0.0,0.0
785-785,EO,MUL,24,W,3,0.0,0.0,0.0
785-785,EO,MUM,22,F,27,0.0,0.0,0.0
785-785,EO,MUM,22,W,3,0.0,0.0,0.0
785-785,EO,MUM,23,F,9,0.0,0.0,0.0
785-785,EO,MUM,23,W,18,0.0,0.0,0.0
785-785,EO,MUM,24,F,55,0.0,0.0,0.0
785-785,EO,MUM,24,W,66,0.0,0.0,0.0
785-785,EO,MUS,21,F,28,0.0,0.0,0.0
785-785,EO,MUS,22,F,60,0.0,0.0,0.0
785-785,EO,MUS,23,F,140,0.0,0.0,0.0
785-785,EO,MUS,23,W,91,0.0,0.0,0.0
785-785,EO,MUS,24,F,119,0.0,0.0,0.0
785-785,EO,MUT,21,F,148,0.0,0.0,0.0
785-785,EO,MUT,22,A,64,0.0,0.0,0.0
785-785,EO,MUT,22,W,69,0.0,0.0,0.0
785-785,EO,MUT,23,A,48,0.0,0.0,0.0
785-785,EO,MUT,23,F,147,0.0,0.0,0.0
785-785,EO,MUT,23,W,159,0.0,0.0,0.0
785-785,EO,MUT,24,A,57,0.0,0.0,0.0
785-785,EO,MUT,24,F,170,0.0,0.0,0.0
785-785,EO,MUT,24,W,291,0.0,0.0,0.0
785-785,EO,MVK,24,F,231,0.0,0.0,0.0
785-785,EO,MVV,22,W,2,0.0,0.0,0.0
785-785,EO,NGR,21,F,3138,0.0,0.0,0.0
785-785,EO,NGR,22,A,2858,0.0,0.0,0.0
785-785,EO,NGR,22,F,2495,0.0,0.0,0.0
785-785,EO,NGR,22,W,4008,0.0,0.0,0.0
785-785,EO,NGR,23,A,4095,0.0,0.0,0.0
785-785,EO,NGR,23,F,3682,0.0,0.0,0.0
785-785,EO,NGR,23,W,4363,0.0,0.0,0.0
785-785,EO,NGR,24,A,2386,0.0,0.0,0.0
785-785,EO,NGR,24,F,3334,0.0,0.0,0.0
785-785,EO,NGR,24,W,3785,0.0,0.0,0.0
785-785,EO,NUR,21,F,1045,0.0,0.0,0.0
785-785,EO,NUR,22,A,605,0.0,0.0,0.0
785-785,EO,NUR,22,F,65,0.0,0.0,0.0
785-785,EO,NUR,22,W,178,0.0,0.0,0.0
785-785,EO,NUR,23,A,822,0.0,0.0,0.0
785-785,EO,NUR,23,F,1845,0.0,0.0,0.0
785-785,EO,NUR,23,W,3254,0.0,0.0,0.0
785-785,EO,NUR,24,A,1607,0.0,0.0,0.0
785-785,EO,NUR,24,F,923,0.0,0.0,0.0
785-785,EO,NUR,24,W,1841,0.0,0.0,0.0
785-785,EO,OCB,21,F,83,0.0,0.0,0.0
785-785,EO,OCB,22,W,34,0.0,0.0,0.0
785-785,EO,OCB,23,F,375,0.0,0.0,0.0
785-785,EO,OCB,24,F,564,0.0,0.0,0.0
785-785,EO,OCB,24,W,39,0.0,0.0,0.0
785-785,EO,OCC,22,W,7,0.0,0.0,0.0
785-785,EO,OCC,23,W,8,0.0,0.0,0.0
785-785,EO,OCC,24,W,10,0.0,0.0,0.0
785-785,EO,OCE,21,F,167,0.0,0.0,0.0
785-785,EO,OCP,24,F,252,0.0,0.0,0.0
785-785,EO,OTH,21,F,847,0.0,0.0,0.0
785-785,EO,OTH,22,A,364,0.0,0.0,0.0
785-785,EO,OTH,22,F,1340,0.0,0.0,0.0
785-785,EO,OTH,22,W,1124,0.0,0.0,0.0
785-785,EO,OTH,23,A,672,0.0,0.0,0.0
785-785,EO,OTH,23,F,2619,0.0,0.0,0.0
785-785,EO,OTH,23,W,974,0.0,0.0,0.0
785-785,EO,OTH,24,A,876,0.0,0.0,0.0
785-785,EO,OTH,24,F,2362,0.0,0.0,0.0
785-785,EO,OTH,24,W,954,0.0,0.0,0.0
785-785,EO,PAD,21,F,1045,0.0,0.0,0.0
785-785,EO,PAD,22,A,649,0.0,0.0,0.0
785-785,EO,PAD,22,F,2081,0.0,0.0,0.0
785-785,EO,PAD,22,W,1550,0.0,0.0,0.0
785-785,EO,PAD,23,A,635,0.0,0.0,0.0
785-785,EO,PAD,23,F,949,0.0,0.0,0.0
785-785,EO,PAD,23,W,1270,0.0,0.0,0.0
785-785,EO,PAD,24,A,184,0.0,0.0,0.0
785-785,EO,PAD,24,F,811,0.0,0.0,0.0
785-785,EO,PAD,24,W,772,0.0,0.0,0.0
785-785,EO,PAS,21,F,1128,0.0,0.0,0.0
785-785,EO,PAS,22,A,225,0.0,0.0,0.0
785-785,EO,PAS,22,F,538,0.0,0.0,0.0
785-785,EO,PAS,22,W,135,0.0,0.0,0.0
785-785,EO,PAS,23,A,495,0.0,0.0,0.0
785-785,EO,PAS,23,F,779,0.0,0.0,0.0
785-785,EO,PAS,23,W,400,0.0,0.0,0.0
785-785,EO,PAS,24,A,874,0.0,0.0,0.0
785-785,EO,PAS,24,F,630,0.0,0.0,0.0
785-785,EO,PAS,24,W,641,0.0,0.0,0.0
785-785,EO,PCB,21,F,1394,0.0,0.0,0.0
785-785,EO,PCB,22,A,1988,0.0,0.0,0.0
785-785,EO,PCB,22,F,105,0.0,0.0,0.0
785-785,EO,PCB,22,W,3106,0.0,0.0,0.0
785-785,EO,PCB,23,A,1837,0.0,0.0,0.0
785-785,EO,PCB,23,F,2738,3668.3314869855853,3049.9885130144153,6718.320000000001
785-785,EO,PCB,23,W,2100,0.0,0.0,0.0
785-785,EO,PCB,24,A,1667,0.0,0.0,0.0
785-785,EO,PCB,24,F,1688,0.0,0.0,0.0
785-785,EO,PCB,24,W,3577,0.0,0.0,0.0
785-785,EO,PCO,21,F,200,0.0,0.0,0.0
785-785,EO,PCO,22,A,161,0.0,0.0,0.0
785-785,EO,PCO,22,F,169,0.0,0.0,0.0
785-785,EO,PCO,23,F,136,0.0,0.0,0.0
785-785,EO,PCO,24,F,110,0.0,0.0,0.0
785-785,EO,PCO,24,W,78,0.0,0.0,0.0
785-785,EO,PEM,22,W,645,0.0,0.0,0.0
785-785,EO,PET,21,F,146,0.0,0.0,0.0
785-785,EO,PET,22,A,173,0.0,0.0,0.0
785-785,EO,PET,23,A,202,0.0,0.0,0.0
785-785,EO,PET,23,F,160,0.0,0.0,0.0
785-785,EO,PET,23,W,366,0.0,0.0,0.0
785-785,EO,PET,24,A,148,0.0,0.0,0.0
785-785,EO,PET,24,F,156,0.0,0.0,0.0
785-785,EO,PET,24,W,136,0.0,0.0,0.0
785-785,EO,PHC,21,F,998,0.0,0.0,0.0
785-785,EO,PHC,22,A,826,0.0,0.0,0.0
785-785,EO,PHC,22,F,1998,0.0,0.0,0.0
785-785,EO,PHC,22,W,1913,0.0,0.0,0.0
785-785,EO,PHC,23,A,572,0.0,0.0,0.0
785-785,EO,PHC,23,F,1492,0.0,0.0,0.0
785-785,EO,PHC,23,W,1546,0.0,0.0,0.0
785-785,EO,PHC,24,A,534,0.0,0.0,0.0
785-785,EO,PHC,24,F,1384,0.0,0.0,0.0
785-785,EO,PHC,24,W,1507,0.0,0.0,0.0
785-785,EO,PHH,22,W,22,0.0,0.0,0.0
785-785,EO,PHH,23,F,35,0.0,0.0,0.0
785-785,EO,PHH,23,W,62,0.0,0.0,0.0
785-785,EO,PHH,24,F,116,0.0,0.0,0.0
785-785,EO,PHH,24,W,235,0.0,0.0,0.0
785-785,EO,PHI,21,F,98,0.0,0.0,0.0
785-785,EO,PHI,22,W,141,0.0,0.0,0.0
785-785,EO,PHI,23,A,204,0.0,0.0,0.0
785-785,EO,PHI,23,F,1584,0.0,0.0,0.0
785-785,EO,PHI,23,W,883,0.0,0.0,0.0
785-785,EO,PHI,24,A,494,0.0,0.0,0.0
785-785,EO,PHI,24,F,1393,0.0,0.0,0.0
785-785,EO,PHI,24,W,1026,0.0,0.0,0.0
785-785,EO,PHM,21,F,156,0.0,0.0,0.0
785-785,EO,PHM,22,W,7,0.0,0.0,0.0
785-785,EO,PHM,24,W,37,0.0,0.0,0.0
785-785,EO,PHP,23,A,38,0.0,0.0,0.0
785-785,EO,PHP,23,W,209,0.0,0.0,0.0
785-785,EO,PHP,24,A,41,0.0,0.0,0.0
785-785,EO,PHP,24,W,338,0.0,0.0,0.0
785-785,EO,PHT,21,F,627,0.0,0.0,0.0
785-785,EO,PHT,22,A,256,0.0,0.0,0.0
785-785,EO,PHT,22,F,1733,0.0,0.0,0.0
785-785,EO,PHT,22,W,677,0.0,0.0,0.0
785-785,EO,PHT,23,A,701,0.0,0.0,0.0
785-785,EO,PHT,23,F,1324,0.0,0.0,0.0
785-785,EO,PHT,23,W,1658,0.0,0.0,0.0
785-785,EO,PHT,24,A,657,0.0,0.0,0.0
785-785,EO,PHT,24,F,1657,0.0,0.0,0.0
785-785,EO,PHT,24,W,1620,0.0,0.0,0.0
785-785,EO,PHY,21,F,52,0.0,0.0,0.0
785-785,EO,PHY,22,F,54,0.0,0.0,0.0
